n_score,n_perf,n_matched,match_rate_score,match_rate_perf,bias_ms,sigma_ms,sigma_duple_ms,sigma_offbeat_ms,frac_nonduple,asynchrony_sigma_ms,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_duple_1,rho_duple_2,rho_duple_3,rho_duple_4,rho_duple_5,rho_duple_6,rho_duple_7,rho_duple_8,path,composer
803,799,795,0.9900373599003736,0.9949937421777222,-3.2546666666632973,20.91068147216238,20.91068147216238,26.856258630020992,0.0,12.095104258515857,-0.05514125267948475,0.07578398541160311,0.01879530680801699,-0.02993480534028192,-0.08144995101646454,-0.010832210564272603,-0.07570438438779196,0.016301318888763492,-0.05514125267948475,0.07578398541160311,0.01879530680801699,-0.02993480534028192,-0.08144995101646454,-0.010832210564272603,-0.07570438438779196,0.016301318888763492,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_863/Shychko01M.mid,Bach
803,803,793,0.987546699875467,0.987546699875467,-3.645666666670877,20.28044441156926,20.28044441156926,23.80237865525833,0.0,13.215091816514608,-0.00023599034896776505,0.003918954641325687,-0.03951830862504779,-0.021875919061628644,-0.09538673217683558,0.13976968114446747,-0.04191319605485446,-0.012149083566051745,-0.00023599034896776505,0.003918954641325687,-0.03951830862504779,-0.021875919061628644,-0.09538673217683558,0.13976968114446747,-0.04191319605485446,-0.012149083566051745,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_863/TongB01M.mid,Bach
1215,1188,1182,0.9728395061728395,0.9949494949494949,-1.736166666667316,24.971325109187372,24.26970204906234,28.74121820994384,0.676818950930626,9.045247468991494,0.47290660117418837,0.5113729401412773,0.22688977635120944,0.24741727700933772,0.1344560551261521,0.118745218640529,0.04354478296107261,0.06460649908719963,0.4636256898842492,0.2790967768729717,-0.001197718614073369,0.008896759005468302,-0.006424205234059386,-0.002933535414144693,-0.02288211294807632,0.002687421996363278,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_864/SunD01M.mid,Bach
2463,2398,2364,0.9598051157125457,0.9858215179316097,-1.6279583333389525,31.220498387997324,29.973297010749086,36.589066762891484,0.0038071065989847552,12.668598741431387,0.47923771902712986,0.2740051501689467,-0.011662214899348896,0.002803272293380036,-0.05939001093280337,0.027758661947805775,0.07825270849209526,0.18434090942230122,0.4079289746158429,0.10748149001911793,-0.19691874359535627,-0.11784474237677767,-0.11141865572393307,-0.006986955456252741,0.05468686009682629,0.19443155759576186,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_865/Rizikov01M.mid,Bach
2463,2456,2370,0.9622411693057247,0.9649837133550488,-1.6273333333360895,33.314296851558396,29.979817606962794,35.798640972851906,0.005907172995780585,18.157856350643296,0.4665153100747212,0.3578043389421684,0.14590056119746125,0.11746141690667365,0.05441232251998047,0.05076969703817506,0.06932408890136535,0.11879737057018515,0.36121098623505465,0.08611617904217057,-0.12320584781341175,-0.05475744659561924,-0.03507174063538826,0.001617518718079907,0.046903865514823694,0.18033315494225596,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_865/Teo01M.mid,Bach
2463,2402,2346,0.9524969549330086,0.9766860949208993,-2.7344583333288597,29.964960973082547,27.23853483873421,33.67277967844874,0.006820119352088705,16.44556040766741,0.3715795925645831,0.4397691777620976,0.22147178097381426,0.22438950082908748,0.12077794162468787,0.10491771020702934,0.0438691599600632,0.07157998459241786,0.3540284923848685,0.21755257361859762,0.002877529481688506,0.04475903396209491,0.011617188900588203,0.0564488326024018,-0.007407441218721024,0.10583567537462246,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_865/ZhangE01M.mid,Bach
952,946,946,0.9936974789915967,1.0,-1.920958333332834,14.353269920787127,14.353269920787127,16.88541984354548,0.0,6.056513034444842,0.21282977472415024,0.04067457845559712,-0.19331381377287968,0.041789803659501384,-0.13141502118068502,0.017602604120821118,-0.08759920629995796,0.024946004316186477,0.21282977472415024,0.04067457845559712,-0.19331381377287968,0.041789803659501384,-0.13141502118068502,0.017602604120821118,-0.08759920629995796,0.024946004316186477,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_866/SOLOM02.mid,Bach
774,747,735,0.9496124031007752,0.9839357429718876,-2.257083333326193,33.38196501980482,27.689376127056594,42.87367551726293,0.008163265306122436,13.087715053257783,0.5099947529344165,0.20147094467184695,0.16042274106582824,0.13660509358305037,0.04085459997214352,-0.050992125099505105,-0.016020497335797326,0.06195192705356061,0.14431251405568027,-0.20748126842678302,-0.08983227432539967,0.006984180404392608,-0.037720247272618614,-0.07654345231342943,0.011299738772189271,0.09892165176063995,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_867/HuNY01M.mid,Bach
774,739,735,0.9496124031007752,0.9945872801082544,-1.9528333333198589,25.98537612049386,19.91180613192788,31.559826120488356,0.0054421768707483276,8.961756952271587,0.42752376614506243,0.4226579398830653,0.2901522588003546,0.15468581801661077,0.10830379280677757,-0.021024204808910006,-0.10114110470160448,0.007339431211518607,0.08721780515918429,-0.006964677392551271,0.04883596258887783,0.017034260421808885,-0.04401915724070437,0.013138211177414623,-0.04359785378645512,0.06329573416319252,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_867/Sham01M.mid,Bach
874,872,826,0.9450800915331807,0.9472477064220184,-6.510416666664298,33.586693720510716,29.265271094387565,37.62203838526396,0.008474576271186418,11.728129988330346,0.7229811746849734,0.6572277032145979,0.5502332895026661,0.5246441931142102,0.4572257692228651,0.43588275633857404,0.3790908596838214,0.3191694295936129,0.651552228316732,0.5133372744883825,0.34851987287045644,0.2703899326927522,0.15149541143504253,0.09333623722582134,0.03213132887397441,0.01637407443701077,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_868/GonzalezJ05M.mid,Bach
